               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,             0.03548,            0.027529,           0.0097084,             0.90851,             0.59709,             0.70335,             0.47215,            0.028019,            0.025716,           0.0077321,            0.008713,            0.008713,            0.008713
                  15,            0.035041,            0.027537,           0.0091966,             0.85451,             0.66394,             0.71643,              0.4573,            0.027978,            0.025487,           0.0071833,            0.008614,            0.008614,            0.008614
                  16,            0.034371,            0.027511,           0.0087213,             0.86703,             0.67657,             0.72413,             0.48322,            0.027479,             0.02526,           0.0069154,            0.008515,            0.008515,            0.008515
                  17,            0.033815,            0.026932,           0.0087314,             0.90001,             0.67917,             0.73785,             0.48716,            0.027109,            0.025022,           0.0065252,            0.008416,            0.008416,            0.008416
                  18,            0.033397,            0.026747,           0.0082833,             0.90411,             0.68073,             0.74732,             0.49432,             0.02659,            0.024611,           0.0066933,            0.008317,            0.008317,            0.008317
                  19,            0.033021,            0.026409,           0.0080402,             0.92013,             0.67945,             0.75314,             0.49991,            0.026526,            0.024685,           0.0062022,            0.008218,            0.008218,            0.008218
                  20,            0.032482,            0.026347,           0.0077451,             0.92098,             0.69148,             0.76557,             0.51909,            0.025894,            0.024274,           0.0059053,            0.008119,            0.008119,            0.008119
                  21,            0.031851,            0.026309,           0.0073431,             0.91588,             0.69199,             0.76348,             0.51944,            0.025878,            0.024047,           0.0058094,             0.00802,             0.00802,             0.00802
                  22,            0.031522,            0.025656,           0.0073752,             0.91597,             0.69731,             0.77245,             0.52036,            0.025368,            0.024033,           0.0056844,            0.007921,            0.007921,            0.007921
                  23,            0.031452,             0.02563,           0.0071728,             0.91515,             0.69672,             0.77127,             0.53024,            0.025207,            0.023574,           0.0054725,            0.007822,            0.007822,            0.007822
                  24,            0.031292,            0.025713,           0.0069903,             0.94171,             0.69906,             0.77897,             0.53742,            0.025172,            0.023348,           0.0053843,            0.007723,            0.007723,            0.007723
                  25,            0.031418,            0.025696,           0.0068422,             0.93143,             0.70377,             0.78357,             0.53555,            0.025108,            0.023432,           0.0053444,            0.007624,            0.007624,            0.007624
                  26,            0.030639,            0.025142,           0.0068338,             0.93312,             0.70522,             0.78598,             0.53789,            0.024672,            0.023342,           0.0051847,            0.007525,            0.007525,            0.007525
                  27,            0.030377,            0.024955,           0.0067497,             0.93161,             0.70746,              0.8006,              0.5441,            0.024334,            0.022951,           0.0051896,            0.007426,            0.007426,            0.007426
                  28,            0.030151,            0.024718,           0.0064119,             0.93658,             0.71097,             0.80157,             0.56061,             0.02437,            0.022963,           0.0050279,            0.007327,            0.007327,            0.007327
                  29,            0.029881,            0.024599,           0.0064611,             0.92421,             0.72348,             0.80956,             0.56294,            0.024382,            0.022863,            0.004831,            0.007228,            0.007228,            0.007228
                  30,            0.029553,            0.024687,           0.0063336,             0.88116,             0.74961,             0.80429,              0.5483,            0.024239,            0.022758,           0.0049008,            0.007129,            0.007129,            0.007129
                  31,            0.029229,            0.024329,           0.0061015,             0.94044,             0.73473,             0.81456,              0.5717,            0.023702,            0.022519,           0.0048711,             0.00703,             0.00703,             0.00703
                  32,            0.028954,            0.024016,           0.0060326,              0.9269,             0.72126,             0.81383,             0.57772,              0.0236,            0.022297,           0.0048177,            0.006931,            0.006931,            0.006931
                  33,            0.028715,            0.023859,           0.0059704,             0.94263,             0.73746,             0.81995,             0.56719,            0.023637,            0.022313,           0.0046573,            0.006832,            0.006832,            0.006832
                  34,            0.028816,            0.023713,           0.0058623,             0.92589,             0.74147,              0.8134,             0.56683,            0.023545,            0.022295,           0.0044665,            0.006733,            0.006733,            0.006733
                  35,            0.028468,            0.023643,           0.0057451,             0.93607,             0.74125,             0.81625,             0.57687,            0.023358,            0.022124,           0.0044422,            0.006634,            0.006634,            0.006634
                  36,            0.028099,            0.023438,           0.0055771,              0.9486,             0.73837,             0.82285,             0.59003,            0.023045,            0.021939,           0.0042855,            0.006535,            0.006535,            0.006535
                  37,            0.028214,            0.023645,           0.0056311,              0.9346,             0.76503,             0.83079,             0.58677,            0.023006,            0.021889,           0.0042871,            0.006436,            0.006436,            0.006436
                  38,            0.028018,            0.023801,           0.0055871,             0.92551,             0.74196,              0.8244,             0.59023,             0.02292,            0.021645,           0.0043372,            0.006337,            0.006337,            0.006337
                  39,            0.027448,            0.022907,            0.005464,             0.94524,             0.75261,             0.82917,             0.58902,            0.022706,            0.021792,           0.0041731,            0.006238,            0.006238,            0.006238
                  40,            0.027469,             0.02336,           0.0053101,             0.93015,             0.74784,             0.81994,             0.58553,            0.022788,              0.0216,           0.0041045,            0.006139,            0.006139,            0.006139
                  41,            0.027488,            0.023112,           0.0052552,             0.94011,             0.75726,             0.82822,              0.5969,            0.022513,            0.021511,           0.0041602,             0.00604,             0.00604,             0.00604
                  42,            0.027239,            0.023254,           0.0051802,             0.94479,             0.75375,             0.82723,             0.60212,            0.022298,            0.021363,           0.0040366,            0.005941,            0.005941,            0.005941
                  43,            0.027367,            0.023405,           0.0052089,             0.94733,             0.75032,             0.82981,             0.60359,            0.022263,            0.021192,            0.003995,            0.005842,            0.005842,            0.005842
                  44,             0.02656,            0.022739,           0.0051705,              0.9459,             0.76536,             0.83722,             0.60506,            0.022083,            0.021057,           0.0039143,            0.005743,            0.005743,            0.005743
                  45,            0.026682,            0.022824,           0.0050858,             0.94475,             0.75356,             0.83077,             0.60329,            0.022117,            0.021171,           0.0038604,            0.005644,            0.005644,            0.005644
                  46,            0.026571,            0.022661,           0.0050332,             0.94998,             0.75273,             0.83249,             0.59981,            0.022054,            0.021047,           0.0038762,            0.005545,            0.005545,            0.005545
                  47,             0.02636,            0.022674,           0.0050295,             0.93637,             0.76302,             0.83759,             0.61198,            0.021882,            0.020849,           0.0038186,            0.005446,            0.005446,            0.005446
                  48,            0.026201,            0.022437,           0.0048955,             0.94433,             0.76409,             0.84282,             0.61457,            0.021682,            0.020847,           0.0038095,            0.005347,            0.005347,            0.005347
                  49,            0.025875,            0.022034,           0.0048811,             0.92906,             0.76835,              0.8379,             0.61693,             0.02173,            0.020796,           0.0037326,            0.005248,            0.005248,            0.005248
                  50,            0.025997,            0.022273,            0.004885,             0.94997,             0.75195,             0.83908,             0.61038,            0.021587,            0.020677,           0.0036922,            0.005149,            0.005149,            0.005149
                  51,            0.025854,            0.022217,           0.0047682,             0.95299,              0.7588,             0.84288,             0.61895,            0.021496,            0.020698,           0.0036863,             0.00505,             0.00505,             0.00505
                  52,            0.025584,            0.021973,           0.0047377,             0.95312,             0.75869,             0.84094,             0.62278,            0.021441,            0.020552,           0.0037002,            0.004951,            0.004951,            0.004951
                  53,            0.025518,            0.021934,           0.0047118,             0.95373,             0.75931,              0.8432,             0.62108,            0.021315,            0.020462,           0.0036371,            0.004852,            0.004852,            0.004852
                  54,            0.025054,            0.021566,           0.0046861,             0.95226,             0.76966,             0.84807,             0.61817,            0.021239,            0.020394,           0.0035331,            0.004753,            0.004753,            0.004753
                  55,            0.025229,            0.022044,           0.0046489,             0.95423,             0.76968,             0.84759,             0.62198,            0.021225,            0.020325,           0.0035268,            0.004654,            0.004654,            0.004654
                  56,            0.024922,            0.021681,            0.004515,             0.95626,              0.7615,             0.84823,             0.63066,            0.021147,            0.020256,           0.0035119,            0.004555,            0.004555,            0.004555
                  57,            0.024757,            0.021327,           0.0044539,             0.94952,             0.77112,             0.85057,             0.63304,            0.021033,            0.020167,           0.0034257,            0.004456,            0.004456,            0.004456
                  58,            0.024985,            0.021479,           0.0045472,              0.9523,             0.76859,             0.85385,             0.62772,            0.020957,            0.020116,           0.0033938,            0.004357,            0.004357,            0.004357
                  59,            0.024443,            0.020728,           0.0044027,             0.95677,             0.76802,             0.85558,             0.63234,            0.020957,            0.019973,           0.0033894,            0.004258,            0.004258,            0.004258
                  60,            0.024497,            0.020985,           0.0044047,             0.95219,             0.77326,             0.85286,             0.63143,            0.020891,            0.019917,           0.0033971,            0.004159,            0.004159,            0.004159
                  61,            0.024399,             0.02153,            0.004346,             0.94635,             0.77576,             0.85321,              0.6386,            0.020778,            0.019774,           0.0032617,             0.00406,             0.00406,             0.00406
                  62,            0.024242,            0.021184,           0.0043154,             0.95151,             0.77098,             0.85537,             0.63704,            0.020694,            0.019805,           0.0032865,            0.003961,            0.003961,            0.003961
                  63,             0.02396,            0.020923,           0.0043274,             0.93332,             0.78249,             0.86101,             0.64151,            0.020579,            0.019654,           0.0032141,            0.003862,            0.003862,            0.003862
                  64,            0.023886,            0.020862,           0.0043035,             0.94811,             0.77259,             0.85782,             0.64152,            0.020597,            0.019667,           0.0032049,            0.003763,            0.003763,            0.003763
                  65,            0.023778,            0.020598,           0.0041873,             0.95085,             0.77378,             0.86061,             0.64054,            0.020486,            0.019609,           0.0031687,            0.003664,            0.003664,            0.003664
                  66,            0.023525,            0.020323,           0.0041498,              0.9454,             0.77925,             0.86378,              0.6435,            0.020449,            0.019585,           0.0031199,            0.003565,            0.003565,            0.003565
                  67,            0.023479,            0.020509,           0.0040155,             0.94837,             0.77959,             0.85934,             0.64552,            0.020398,             0.01953,            0.003134,            0.003466,            0.003466,            0.003466
                  68,            0.023344,            0.020861,           0.0040778,             0.95815,              0.7791,             0.86336,             0.64456,            0.020345,            0.019443,           0.0031089,            0.003367,            0.003367,            0.003367
                  69,            0.023151,            0.020648,           0.0040633,             0.95594,             0.77589,             0.86864,             0.64762,            0.020229,            0.019363,           0.0030281,            0.003268,            0.003268,            0.003268
                  70,            0.023165,            0.020388,           0.0039539,             0.94124,             0.77803,             0.86434,             0.65206,            0.020186,             0.01936,           0.0031115,            0.003169,            0.003169,            0.003169
                  71,            0.023054,            0.020486,           0.0040041,             0.94973,             0.77898,             0.86772,             0.64737,            0.020167,            0.019309,           0.0029964,             0.00307,             0.00307,             0.00307
                  72,            0.022859,            0.020327,           0.0039301,             0.94989,             0.78259,             0.86496,              0.6495,            0.020146,             0.01932,           0.0029831,            0.002971,            0.002971,            0.002971
                  73,            0.022813,            0.019885,            0.003887,             0.95791,             0.77947,               0.894,              0.6686,             0.02006,            0.019231,           0.0030176,            0.002872,            0.002872,            0.002872
                  74,            0.022582,            0.020085,           0.0038583,             0.95885,             0.77055,             0.89492,             0.66903,            0.019933,            0.019165,           0.0029687,            0.002773,            0.002773,            0.002773
                  75,            0.022783,            0.020285,           0.0039086,             0.94561,             0.77943,             0.89903,             0.67095,            0.019993,            0.019182,           0.0029762,            0.002674,            0.002674,            0.002674
                  76,            0.022297,            0.019409,           0.0038018,             0.95412,             0.77438,             0.90058,             0.67667,            0.019955,            0.019076,           0.0029093,            0.002575,            0.002575,            0.002575
                  77,             0.02202,            0.019789,           0.0036656,             0.95189,             0.77608,             0.90615,             0.67938,             0.01987,             0.01903,           0.0028056,            0.002476,            0.002476,            0.002476
                  78,            0.022365,            0.019867,           0.0037461,             0.95721,             0.77478,              0.9086,             0.68093,            0.019806,            0.018933,           0.0028373,            0.002377,            0.002377,            0.002377
                  79,            0.021936,            0.019442,           0.0036624,             0.95389,              0.7732,             0.90883,             0.68371,            0.019752,            0.018893,           0.0027957,            0.002278,            0.002278,            0.002278
                  80,            0.021989,            0.019446,           0.0037603,             0.95342,             0.78108,             0.91089,             0.68684,            0.019688,            0.018844,           0.0028439,            0.002179,            0.002179,            0.002179
                  81,            0.021903,            0.019521,           0.0036751,             0.95649,             0.77993,             0.91068,             0.68433,            0.019681,            0.018759,           0.0028525,             0.00208,             0.00208,             0.00208
                  82,            0.021918,            0.019416,            0.003675,             0.94478,             0.78395,              0.9124,             0.68667,            0.019642,            0.018779,           0.0028052,            0.001981,            0.001981,            0.001981
                  83,              0.0216,            0.019061,           0.0035242,             0.96402,             0.77486,             0.91388,             0.68819,            0.019591,            0.018705,           0.0028153,            0.001882,            0.001882,            0.001882
                  84,            0.021416,             0.01871,           0.0035842,             0.95105,             0.78681,              0.9175,             0.68055,            0.019584,            0.018738,            0.002765,            0.001783,            0.001783,            0.001783
                  85,            0.021395,            0.018959,           0.0034659,             0.95838,             0.78411,             0.92043,             0.68977,            0.019501,            0.018669,           0.0028324,            0.001684,            0.001684,            0.001684
                  86,            0.021413,            0.019059,           0.0035068,             0.95769,             0.79043,             0.91734,             0.68999,            0.019438,            0.018645,           0.0028349,            0.001585,            0.001585,            0.001585
                  87,            0.021289,              0.0186,           0.0034324,             0.82626,             0.88016,             0.91553,             0.68845,            0.019413,            0.018626,           0.0028091,            0.001486,            0.001486,            0.001486
                  88,            0.021169,            0.018833,           0.0034799,             0.85935,              0.8678,             0.92152,             0.69055,            0.019402,            0.018587,           0.0028027,            0.001387,            0.001387,            0.001387
                  89,            0.021184,            0.018641,           0.0034006,             0.87812,             0.85678,             0.91723,              0.6874,            0.019409,            0.018576,           0.0027219,            0.001288,            0.001288,            0.001288
                  90,            0.021023,            0.018697,           0.0033587,             0.89426,              0.8465,             0.91652,             0.69299,            0.019339,            0.018541,           0.0027296,            0.001189,            0.001189,            0.001189
                  91,            0.020756,            0.018235,           0.0033859,             0.89695,             0.85616,             0.92342,             0.69612,            0.019313,            0.018505,           0.0027168,             0.00109,             0.00109,             0.00109
                  92,            0.020731,            0.018442,           0.0032402,             0.89838,             0.85945,             0.92363,             0.69717,            0.019303,            0.018483,           0.0027135,            0.000991,            0.000991,            0.000991
                  93,            0.020724,            0.018567,           0.0033226,             0.90595,             0.85318,             0.92178,             0.69527,            0.019266,            0.018405,           0.0027202,            0.000892,            0.000892,            0.000892
                  94,            0.020656,            0.018555,           0.0032125,             0.90918,             0.85652,             0.92116,             0.69071,            0.019261,            0.018404,            0.002729,            0.000793,            0.000793,            0.000793
                  95,            0.020663,            0.018418,           0.0033955,              0.9064,             0.86461,              0.9249,             0.69515,             0.01923,            0.018391,           0.0027002,            0.000694,            0.000694,            0.000694
                  96,            0.020551,            0.017979,           0.0032532,             0.91728,              0.8617,             0.92515,             0.69395,            0.019213,            0.018425,           0.0027149,            0.000595,            0.000595,            0.000595
                  97,            0.020484,            0.018199,           0.0032936,             0.91998,             0.85448,             0.92509,             0.69636,            0.019192,            0.018397,           0.0027238,            0.000496,            0.000496,            0.000496
                  98,            0.020485,            0.018057,           0.0032619,              0.9264,             0.85149,             0.92662,             0.69208,            0.019169,            0.018384,           0.0026537,            0.000397,            0.000397,            0.000397
                  99,            0.020529,            0.018532,           0.0032871,             0.92655,             0.85587,             0.92712,             0.69388,             0.01914,            0.018354,           0.0026522,            0.000298,            0.000298,            0.000298
