               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  51,            0.030908,              0.0279,           0.0071244,             0.88856,              0.6577,              0.7427,             0.49946,            0.026428,            0.025977,           0.0057164,             0.00505,             0.00505,             0.00505
                  52,            0.030587,            0.027353,           0.0069311,              0.9008,             0.66161,             0.74182,             0.49948,            0.026333,            0.025951,           0.0056634,            0.004951,            0.004951,            0.004951
                  53,            0.030633,            0.027746,           0.0070321,              0.9121,             0.64917,             0.74169,             0.49694,            0.026253,            0.025859,           0.0057465,            0.004852,            0.004852,            0.004852
                  54,            0.030551,            0.027651,           0.0069436,              0.9036,             0.64634,             0.73848,             0.50037,            0.026161,            0.025781,           0.0056578,            0.004753,            0.004753,            0.004753
                  55,            0.030422,            0.027342,            0.006748,              0.9246,             0.63752,             0.73669,             0.50435,            0.026064,            0.025736,           0.0055772,            0.004654,            0.004654,            0.004654
                  56,            0.030598,            0.027654,           0.0068743,             0.91907,             0.65046,             0.74158,             0.50293,            0.025996,            0.025614,           0.0055846,            0.004555,            0.004555,            0.004555
                  57,            0.030104,            0.027208,           0.0066929,             0.88713,             0.65526,             0.74652,              0.5032,            0.025837,            0.025619,           0.0055681,            0.004456,            0.004456,            0.004456
                  58,             0.03032,            0.027554,           0.0067502,             0.90569,             0.64982,             0.74797,             0.51249,            0.025904,            0.025532,           0.0054907,            0.004357,            0.004357,            0.004357
                  59,            0.029772,            0.026614,           0.0066472,             0.89005,             0.66758,              0.7543,             0.50902,            0.025763,             0.02554,            0.005404,            0.004258,            0.004258,            0.004258
                  60,            0.029744,            0.026744,            0.006567,             0.90458,             0.65729,             0.75512,             0.51613,            0.025746,            0.025426,           0.0053173,            0.004159,            0.004159,            0.004159
                  61,             0.02961,            0.027112,           0.0066069,             0.90042,             0.66029,             0.75713,             0.51674,            0.025694,            0.025282,           0.0053575,             0.00406,             0.00406,             0.00406
                  62,            0.029456,            0.027057,           0.0065937,             0.90577,             0.65583,             0.75495,             0.51625,            0.025614,            0.025242,            0.005296,            0.003961,            0.003961,            0.003961
                  63,             0.02928,            0.026362,           0.0064801,              0.8943,               0.664,             0.75515,             0.51375,            0.025512,            0.025135,           0.0052278,            0.003862,            0.003862,            0.003862
                  64,            0.029144,            0.026643,           0.0063455,             0.90648,             0.65002,             0.74896,             0.51707,            0.025454,             0.02511,           0.0052052,            0.003763,            0.003763,            0.003763
                  65,             0.02921,            0.026486,           0.0065014,              0.8982,             0.65785,             0.74959,             0.51711,            0.025367,            0.025025,           0.0052794,            0.003664,            0.003664,            0.003664
                  66,            0.028963,            0.026564,           0.0064193,             0.90155,             0.66215,             0.74872,             0.52078,            0.025291,            0.025019,           0.0051934,            0.003565,            0.003565,            0.003565
                  67,            0.028698,            0.026232,           0.0062539,             0.88675,              0.6728,             0.75113,             0.51797,            0.025211,            0.024884,           0.0051194,            0.003466,            0.003466,            0.003466
                  68,            0.028972,            0.026615,           0.0062986,               0.894,             0.67083,             0.76094,             0.52451,            0.025172,            0.024858,           0.0051185,            0.003367,            0.003367,            0.003367
                  69,            0.028469,            0.026108,           0.0063043,             0.82836,              0.6692,             0.76202,             0.52796,            0.025054,             0.02476,            0.005063,            0.003268,            0.003268,            0.003268
                  70,            0.028398,            0.026043,           0.0061371,             0.92473,             0.65042,             0.76088,             0.52512,            0.025032,            0.024781,           0.0051067,            0.003169,            0.003169,            0.003169
                  71,            0.028263,            0.025847,           0.0061502,             0.91744,             0.65162,             0.76133,             0.52464,            0.024965,            0.024792,           0.0050555,             0.00307,             0.00307,             0.00307
                  72,            0.028441,            0.026403,           0.0061396,             0.91798,             0.65382,             0.75068,             0.52338,            0.024988,             0.02475,           0.0050115,            0.002971,            0.002971,            0.002971
                  73,            0.028245,             0.02524,           0.0061713,             0.91034,             0.66735,             0.76589,             0.52453,            0.024903,            0.024651,           0.0050272,            0.002872,            0.002872,            0.002872
                  74,            0.028185,              0.0259,           0.0060662,             0.79618,              0.6895,             0.75954,             0.52375,            0.024845,            0.024572,           0.0049708,            0.002773,            0.002773,            0.002773
                  75,            0.028123,            0.025975,            0.006041,             0.91096,             0.66686,             0.76487,              0.5307,            0.024781,            0.024441,           0.0049548,            0.002674,            0.002674,            0.002674
                  76,            0.027801,            0.025285,           0.0060242,             0.81988,             0.69574,             0.77016,             0.53633,            0.024728,            0.024445,            0.004894,            0.002575,            0.002575,            0.002575
                  77,            0.027445,            0.025573,           0.0059372,             0.90413,             0.67123,             0.76132,             0.53736,            0.024704,            0.024459,           0.0048813,            0.002476,            0.002476,            0.002476
                  78,            0.027473,            0.025337,           0.0059113,             0.90782,             0.66199,             0.76588,             0.53314,            0.024649,            0.024354,           0.0048614,            0.002377,            0.002377,            0.002377
                  79,            0.027184,            0.025019,           0.0057633,             0.90103,             0.67024,             0.76416,             0.53388,              0.0246,            0.024341,           0.0048666,            0.002278,            0.002278,            0.002278
                  80,            0.027088,            0.024978,           0.0058536,               0.905,              0.6702,             0.76746,             0.53385,            0.024567,            0.024307,           0.0048329,            0.002179,            0.002179,            0.002179
                  81,            0.027205,             0.02529,           0.0057245,             0.80239,             0.70244,             0.76192,             0.53603,            0.024525,             0.02427,            0.004843,             0.00208,             0.00208,             0.00208
                  82,            0.027342,            0.025186,           0.0057919,             0.91718,             0.66669,             0.76772,             0.53797,            0.024487,            0.024253,           0.0048011,            0.001981,            0.001981,            0.001981
                  83,             0.02708,            0.024805,           0.0056826,             0.91382,             0.66946,             0.76602,             0.53805,            0.024467,            0.024197,           0.0047548,            0.001882,            0.001882,            0.001882
                  84,            0.026781,            0.024231,           0.0057109,             0.92231,             0.66291,             0.75975,             0.53985,            0.024404,            0.024143,           0.0047369,            0.001783,            0.001783,            0.001783
                  85,            0.026751,            0.024588,            0.005688,              0.9126,             0.66578,             0.76279,             0.53785,            0.024377,            0.024122,           0.0047115,            0.001684,            0.001684,            0.001684
                  86,            0.026843,            0.024554,           0.0056582,             0.81439,             0.71535,             0.76533,             0.53867,            0.024336,            0.024069,           0.0047161,            0.001585,            0.001585,            0.001585
                  87,            0.026415,            0.023839,           0.0056584,             0.83585,             0.70481,             0.76432,             0.54155,            0.024286,            0.024092,           0.0047287,            0.001486,            0.001486,            0.001486
                  88,            0.026638,            0.024494,           0.0056501,             0.81718,              0.7134,             0.75665,             0.53769,            0.024237,            0.023971,           0.0047009,            0.001387,            0.001387,            0.001387
                  89,             0.02648,            0.024256,           0.0055616,             0.81131,             0.71703,             0.75838,             0.53857,            0.024215,             0.02396,           0.0047077,            0.001288,            0.001288,            0.001288
                  90,            0.026585,            0.024444,           0.0056308,             0.81809,             0.70827,             0.76418,              0.5425,            0.024187,            0.023913,           0.0047112,            0.001189,            0.001189,            0.001189
                  91,            0.026518,            0.024259,           0.0056122,              0.8116,             0.71778,             0.76559,                0.54,            0.024172,            0.023915,           0.0047168,             0.00109,             0.00109,             0.00109
                  92,            0.026393,            0.024149,           0.0056176,             0.82615,             0.70836,             0.76782,             0.54394,            0.024136,            0.023919,           0.0047229,            0.000991,            0.000991,            0.000991
                  93,            0.026132,            0.024233,           0.0054973,             0.83041,             0.71248,             0.76673,             0.54536,            0.024124,            0.023892,           0.0046804,            0.000892,            0.000892,            0.000892
                  94,            0.026222,            0.024395,           0.0055084,             0.83268,             0.71375,             0.76802,             0.54562,            0.024087,            0.023838,           0.0046756,            0.000793,            0.000793,            0.000793
                  95,            0.025957,            0.023949,           0.0053709,             0.82591,             0.71007,             0.76759,             0.54841,             0.02403,             0.02376,           0.0046639,            0.000694,            0.000694,            0.000694
                  96,             0.02614,            0.023846,           0.0054378,             0.83279,             0.70731,             0.76737,             0.54749,            0.023994,            0.023743,           0.0046603,            0.000595,            0.000595,            0.000595
                  97,            0.026037,            0.024078,           0.0054314,             0.82709,              0.7102,             0.76955,             0.54897,             0.02397,            0.023719,           0.0046535,            0.000496,            0.000496,            0.000496
                  98,            0.025856,            0.023625,           0.0053224,             0.83467,             0.71143,             0.76122,             0.54668,            0.023969,            0.023715,           0.0046606,            0.000397,            0.000397,            0.000397
                  99,            0.025865,            0.024095,           0.0053604,             0.82841,             0.70928,              0.7601,             0.54743,            0.023956,            0.023707,           0.0046557,            0.000298,            0.000298,            0.000298
